Segment,AnnualFee,CashBackRate,IntroAPR,DigitalFeature,APR,Perk,Profit
Cohort 6,$0 ,1%,0% for 18 months,Spend Insights,30%,Airport Lounge,329.3279248
Cohort 6,$0 ,1%,0% for 18 months,Spend Insights,30%,Travel Insurance,293.1012937
Cohort 6,$0 ,1%,0% for 18 months,Budget Coaching,15%,None,25.44157109
Cohort 6,$0 ,1%,0% for 18 months,Budget Coaching,15%,Airport Lounge,-65.67838707
Cohort 6,$0 ,1%,0% for 18 months,Budget Coaching,15%,Travel Insurance,-64.41843223
Cohort 6,$0 ,1%,0% for 18 months,Budget Coaching,20%,None,270.8122372
Cohort 6,$0 ,1%,0% for 18 months,Budget Coaching,20%,Airport Lounge,212.9111013
Cohort 6,$0 ,1%,0% for 18 months,Budget Coaching,20%,Travel Insurance,208.0146971
Cohort 6,$0 ,1%,0% for 18 months,Budget Coaching,25%,None,392.6393343
Cohort 6,$0 ,1%,0% for 18 months,Budget Coaching,25%,Airport Lounge,381.0450077
Cohort 6,$0 ,1%,0% for 18 months,Budget Coaching,25%,Travel Insurance,367.7798192
Cohort 6,$0 ,1%,0% for 18 months,Budget Coaching,30%,None,344.2155165
Cohort 6,$0 ,1%,0% for 18 months,Budget Coaching,30%,Airport Lounge,406.1607567
Cohort 6,$0 ,1%,0% for 18 months,Budget Coaching,30%,Travel Insurance,378.166888
Cohort 6,$0 ,2%,None,Basic App,15%,None,420.4372889
Cohort 6,$0 ,2%,None,Basic App,15%,Airport Lounge,432.2105084
Cohort 6,$0 ,2%,None,Basic App,15%,Travel Insurance,414.4105032
Cohort 6,$0 ,2%,None,Basic App,20%,None,591.730171
Cohort 6,$0 ,2%,None,Basic App,20%,Airport Lounge,671.5242562
Cohort 6,$0 ,2%,None,Basic App,20%,Travel Insurance,639.0127081
Cohort 6,$0 ,2%,None,Basic App,25%,None,599.8156853
Cohort 6,$0 ,2%,None,Basic App,25%,Airport Lounge,765.5550823
Cohort 6,$0 ,2%,None,Basic App,25%,Travel Insurance,712.6254189
Cohort 6,$0 ,2%,None,Basic App,30%,None,402.8159946
Cohort 6,$0 ,2%,None,Basic App,30%,Airport Lounge,637.0231885
Cohort 6,$0 ,2%,None,Basic App,30%,Travel Insurance,562.075505
Cohort 6,$0 ,2%,None,Spend Insights,15%,None,425.7583044
Cohort 6,$0 ,2%,None,Spend Insights,15%,Airport Lounge,429.1964984
Cohort 6,$0 ,2%,None,Spend Insights,15%,Travel Insurance,412.9619738
Cohort 6,$0 ,2%,None,Spend Insights,20%,None,605.2126608
Cohort 6,$0 ,2%,None,Spend Insights,20%,Airport Lounge,673.5968234
Cohort 6,$0 ,2%,None,Spend Insights,20%,Travel Insurance,643.5553885
Cohort 6,$0 ,2%,None,Spend Insights,25%,None,621.7157908
Cohort 6,$0 ,2%,None,Spend Insights,25%,Airport Lounge,775.490618
Cohort 6,$0 ,2%,None,Spend Insights,25%,Travel Insurance,725.6766382
Cohort 6,$0 ,2%,None,Spend Insights,30%,None,426.8987795
Cohort 6,$0 ,2%,None,Spend Insights,30%,Airport Lounge,658.0291168
Cohort 6,$0 ,2%,None,Spend Insights,30%,Travel Insurance,584.6277117
Cohort 6,$0 ,2%,None,Budget Coaching,15%,None,489.9201755
Cohort 6,$0 ,2%,None,Budget Coaching,15%,Airport Lounge,449.6388535
Cohort 6,$0 ,2%,None,Budget Coaching,15%,Travel Insurance,440.8055933
Cohort 6,$0 ,2%,None,Budget Coaching,20%,None,718.7885942
Cohort 6,$0 ,2%,None,Budget Coaching,20%,Airport Lounge,720.6436382
Cohort 6,$0 ,2%,None,Budget Coaching,20%,Travel Insurance,703.679013
Cohort 6,$0 ,2%,None,Budget Coaching,25%,None,794.6995304
Cohort 6,$0 ,2%,None,Budget Coaching,25%,Airport Lounge,865.8457261
Cohort 6,$0 ,2%,None,Budget Coaching,25%,Travel Insurance,835.0304945
Cohort 6,$0 ,2%,None,Budget Coaching,30%,None,637.1493285
Cohort 6,$0 ,2%,None,Budget Coaching,30%,Airport Lounge,822.6128923
Cohort 6,$0 ,2%,None,Budget Coaching,30%,Travel Insurance,764.8639262
Cohort 6,$0 ,2%,0% for 12 months,Basic App,15%,None,79.52366488
Cohort 6,$0 ,2%,0% for 12 months,Basic App,15%,Airport Lounge,0
Cohort 6,$0 ,2%,0% for 12 months,Basic App,15%,Travel Insurance,0
Cohort 6,$0 ,2%,0% for 12 months,Basic App,20%,None,304.3941403
Cohort 6,$0 ,2%,0% for 12 months,Basic App,20%,Airport Lounge,268.9749694
Cohort 6,$0 ,2%,0% for 12 months,Basic App,20%,Travel Insurance,260.4420229
Cohort 6,$0 ,2%,0% for 12 months,Basic App,25%,None,399.2676747
Cohort 6,$0 ,2%,0% for 12 months,Basic App,25%,Airport Lounge,422.0722567
Cohort 6,$0 ,2%,0% for 12 months,Basic App,25%,Travel Insurance,402.2124679
Cohort 6,$0 ,2%,0% for 12 months,Basic App,30%,None,319.1765189
Cohort 6,$0 ,2%,0% for 12 months,Basic App,30%,Airport Lounge,417.1961889
Cohort 6,$0 ,2%,0% for 12 months,Basic App,30%,Travel Insurance,380.4718855
Cohort 6,$0 ,2%,0% for 12 months,Spend Insights,15%,None,73.0179269
Cohort 6,$0 ,2%,0% for 12 months,Spend Insights,15%,Airport Lounge,-9.213100708
Cohort 6,$0 ,2%,0% for 12 months,Spend Insights,15%,Travel Insurance,-8.989007901
Cohort 6,$0 ,2%,0% for 12 months,Spend Insights,20%,None,303.8101898
Cohort 6,$0 ,2%,0% for 12 months,Spend Insights,20%,Airport Lounge,262.637119
Cohort 6,$0 ,2%,0% for 12 months,Spend Insights,20%,Travel Insurance,255.0141338
Cohort 6,$0 ,2%,0% for 12 months,Spend Insights,25%,None,405.74721
Cohort 6,$0 ,2%,0% for 12 months,Spend Insights,25%,Airport Lounge,419.9638081
Cohort 6,$0 ,2%,0% for 12 months,Spend Insights,25%,Travel Insurance,401.7709082
Cohort 6,$0 ,2%,0% for 12 months,Spend Insights,30%,None,332.097887
Cohort 6,$0 ,2%,0% for 12 months,Spend Insights,30%,Airport Lounge,422.7037023
Cohort 6,$0 ,2%,0% for 12 months,Spend Insights,30%,Travel Insurance,387.8613238
Cohort 6,$0 ,2%,0% for 12 months,Budget Coaching,15%,None,72.01680112
Cohort 6,$0 ,2%,0% for 12 months,Budget Coaching,15%,Airport Lounge,-19.21765962
Cohort 6,$0 ,2%,0% for 12 months,Budget Coaching,15%,Travel Insurance,-18.98241793
Cohort 6,$0 ,2%,0% for 12 months,Budget Coaching,20%,None,334.7373776
Cohort 6,$0 ,2%,0% for 12 months,Budget Coaching,20%,Airport Lounge,266.7535984
Cohort 6,$0 ,2%,0% for 12 months,Budget Coaching,20%,Travel Insurance,262.8145949
Cohort 6,$0 ,2%,0% for 12 months,Budget Coaching,25%,None,476.8005871
Cohort 6,$0 ,2%,0% for 12 months,Budget Coaching,25%,Airport Lounge,444.6559222
Cohort 6,$0 ,2%,0% for 12 months,Budget Coaching,25%,Travel Insurance,434.5195685
Cohort 6,$0 ,2%,0% for 12 months,Budget Coaching,30%,None,449.2407185
Cohort 6,$0 ,2%,0% for 12 months,Budget Coaching,30%,Airport Lounge,487.9529025
Cohort 6,$0 ,2%,0% for 12 months,Budget Coaching,30%,Travel Insurance,464.5939862
Cohort 6,$0 ,2%,0% for 18 months,Basic App,15%,None,-127.3619681
Cohort 6,$0 ,2%,0% for 18 months,Basic App,15%,Airport Lounge,-234.6810481
Cohort 6,$0 ,2%,0% for 18 months,Basic App,15%,Travel Insurance,-230.2120103
Cohort 6,$0 ,2%,0% for 18 months,Basic App,20%,None,123.2725429
Cohort 6,$0 ,2%,0% for 18 months,Basic App,20%,Airport Lounge,46.31242441
Cohort 6,$0 ,2%,0% for 18 months,Basic App,20%,Travel Insurance,45.25503529
Cohort 6,$0 ,2%,0% for 18 months,Basic App,25%,None,259.826385
Cohort 6,$0 ,2%,0% for 18 months,Basic App,25%,Airport Lounge,221.7388316
Cohort 6,$0 ,2%,0% for 18 months,Basic App,25%,Travel Insurance,214.0721526
Cohort 6,$0 ,2%,0% for 18 months,Basic App,30%,None,246.7596345
Cohort 6,$0 ,2%,0% for 18 months,Basic App,30%,Airport Lounge,268.719386
Cohort 6,$0 ,2%,0% for 18 months,Basic App,30%,Travel Insurance,250.3038856
Cohort 6,$0 ,2%,0% for 18 months,Spend Insights,15%,None,-137.8659323
Cohort 6,$0 ,2%,0% for 18 months,Spend Insights,15%,Airport Lounge,-245.5239441
Cohort 6,$0 ,2%,0% for 18 months,Spend Insights,15%,Travel Insurance,-241.2682146
Cohort 6,$0 ,2%,0% for 18 months,Spend Insights,20%,None,117.0727277
Cohort 6,$0 ,2%,0% for 18 months,Spend Insights,20%,Airport Lounge,37.3162228
Cohort 6,$0 ,2%,0% for 18 months,Spend Insights,20%,Travel Insurance,36.539535
Cohort 6,$0 ,2%,0% for 18 months,Spend Insights,25%,None,258.8555138
Cohort 6,$0 ,2%,0% for 18 months,Spend Insights,25%,Airport Lounge,215.2233232
Cohort 6,$0 ,2%,0% for 18 months,Spend Insights,25%,Travel Insurance,208.4071377
Cohort 6,$0 ,2%,0% for 18 months,Spend Insights,30%,None,252.3014393
Cohort 6,$0 ,2%,0% for 18 months,Spend Insights,30%,Airport Lounge,267.0420007
Cohort 6,$0 ,2%,0% for 18 months,Spend Insights,30%,Travel Insurance,250.0436484
Cohort 6,$0 ,2%,0% for 18 months,Budget Coaching,15%,None,-157.9159585
Cohort 6,$0 ,2%,0% for 18 months,Budget Coaching,15%,Airport Lounge,-262.6198388
Cohort 6,$0 ,2%,0% for 18 months,Budget Coaching,15%,Travel Insurance,-260.3651741
Cohort 6,$0 ,2%,0% for 18 months,Budget Coaching,20%,None,118.9014623
Cohort 6,$0 ,2%,0% for 18 months,Budget Coaching,20%,Airport Lounge,29.00570751
Cohort 6,$0 ,2%,0% for 18 months,Budget Coaching,20%,Travel Insurance,28.70431182
Cohort 6,$0 ,2%,0% for 18 months,Budget Coaching,25%,None,287.1034882
Cohort 6,$0 ,2%,0% for 18 months,Budget Coaching,25%,Airport Lounge,218.036328
Cohort 6,$0 ,2%,0% for 18 months,Budget Coaching,25%,Travel Insurance,214.5015344
Cohort 6,$0 ,2%,0% for 18 months,Budget Coaching,30%,None,317.439867
Cohort 6,$0 ,2%,0% for 18 months,Budget Coaching,30%,Airport Lounge,291.9787414
Cohort 6,$0 ,2%,0% for 18 months,Budget Coaching,30%,Travel Insurance,281.6964268
Cohort 6,$0 ,3%,None,Basic App,15%,None,337.2105753
Cohort 6,$0 ,3%,None,Basic App,15%,Airport Lounge,280.7986211
Cohort 6,$0 ,3%,None,Basic App,15%,Travel Insurance,275.217969
Cohort 6,$0 ,3%,None,Basic App,20%,None,570.4359325
Cohort 6,$0 ,3%,None,Basic App,20%,Airport Lounge,553.8058121
Cohort 6,$0 ,3%,None,Basic App,20%,Travel Insurance,540.6194572
Cohort 6,$0 ,3%,None,Basic App,25%,None,660.0343093
Cohort 6,$0 ,3%,None,Basic App,25%,Airport Lounge,705.7683208
Cohort 6,$0 ,3%,None,Basic App,25%,Travel Insurance,680.378788
Cohort 6,$0 ,3%,None,Basic App,30%,None,536.8193415
Cohort 6,$0 ,3%,None,Basic App,30%,Airport Lounge,683.4413103
Cohort 6,$0 ,3%,None,Basic App,30%,Travel Insurance,635.0323292
Cohort 6,$0 ,3%,None,Spend Insights,15%,None,333.8508518
Cohort 6,$0 ,3%,None,Spend Insights,15%,Airport Lounge,273.1301049
Cohort 6,$0 ,3%,None,Spend Insights,15%,Travel Insurance,268.1875668
Cohort 6,$0 ,3%,None,Spend Insights,20%,None,572.5402465
Cohort 6,$0 ,3%,None,Spend Insights,20%,Airport Lounge,548.6628308
Cohort 6,$0 ,3%,None,Spend Insights,20%,Travel Insurance,536.7488514
Cohort 6,$0 ,3%,None,Spend Insights,25%,None,669.9846967
Cohort 6,$0 ,3%,None,Spend Insights,25%,Airport Lounge,704.9807284
Cohort 6,$0 ,3%,None,Spend Insights,25%,Travel Insurance,681.7370847
Cohort 6,$0 ,3%,None,Spend Insights,30%,None,556.385706
Cohort 6,$0 ,3%,None,Spend Insights,30%,Airport Lounge,691.9572251
Cohort 6,$0 ,3%,None,Spend Insights,30%,Travel Insurance,646.3892116
Cohort 6,$0 ,3%,None,Budget Coaching,15%,None,351.7988383
Cohort 6,$0 ,3%,None,Budget Coaching,15%,Airport Lounge,271.9927739
Cohort 6,$0 ,3%,None,Budget Coaching,15%,Travel Insurance,269.5506848
Cohort 6,$0 ,3%,None,Budget Coaching,20%,None,619.4300457
Cohort 6,$0 ,3%,None,Budget Coaching,20%,Airport Lounge,559.8941232
Cohort 6,$0 ,3%,None,Budget Coaching,20%,Travel Insurance,553.8120115
Cohort 6,$0 ,3%,None,Budget Coaching,25%,None,760.9033804
Cohort 6,$0 ,3%,None,Budget Coaching,25%,Airport Lounge,737.602114
Cohort 6,$0 ,3%,None,Budget Coaching,25%,Travel Insurance,725.1152428
Cohort 6,$0 ,3%,None,Budget Coaching,30%,None,714.568078
Cohort 6,$0 ,3%,None,Budget Coaching,30%,Airport Lounge,774.3650968
Cohort 6,$0 ,3%,None,Budget Coaching,30%,Travel Insurance,745.9951972
Cohort 6,$0 ,3%,0% for 12 months,Basic App,15%,None,-89.90701115
Cohort 6,$0 ,3%,0% for 12 months,Basic App,15%,Airport Lounge,-192.0811326
Cohort 6,$0 ,3%,0% for 12 months,Basic App,15%,Travel Insurance,-189.7015491
Cohort 6,$0 ,3%,0% for 12 months,Basic App,20%,None,175.9113493
Cohort 6,$0 ,3%,0% for 12 months,Basic App,20%,Airport Lounge,95.21191299
Cohort 6,$0 ,3%,0% for 12 months,Basic App,20%,Travel Insurance,93.78921753
Cohort 6,$0 ,3%,0% for 12 months,Basic App,25%,None,328.0862975
Cohort 6,$0 ,3%,0% for 12 months,Basic App,25%,Airport Lounge,277.6501984
Cohort 6,$0 ,3%,0% for 12 months,Basic App,25%,Travel Insurance,271.2481896
Cohort 6,$0 ,3%,0% for 12 months,Basic App,30%,None,328.9059502
Cohort 6,$0 ,3%,0% for 12 months,Basic App,30%,Airport Lounge,335.8420627
Cohort 6,$0 ,3%,0% for 12 months,Basic App,30%,Travel Insurance,319.601673
Cohort 6,$0 ,3%,0% for 12 months,Spend Insights,15%,None,-99.87302363
Cohort 6,$0 ,3%,0% for 12 months,Spend Insights,15%,Airport Lounge,-202.4608099
Cohort 6,$0 ,3%,0% for 12 months,Spend Insights,15%,Travel Insurance,-200.1839741
Cohort 6,$0 ,3%,0% for 12 months,Spend Insights,20%,None,169.0862346
Cohort 6,$0 ,3%,0% for 12 months,Spend Insights,20%,Airport Lounge,86.08955165
Cohort 6,$0 ,3%,0% for 12 months,Spend Insights,20%,Travel Insurance,84.9206065
Cohort 6,$0 ,3%,0% for 12 months,Spend Insights,25%,None,325.5470641
Cohort 6,$0 ,3%,0% for 12 months,Spend Insights,25%,Airport Lounge,270.3438885
Cohort 6,$0 ,3%,0% for 12 months,Spend Insights,25%,Travel Insurance,264.6607768
Cohort 6,$0 ,3%,0% for 12 months,Spend Insights,30%,None,333.365066
Cohort 6,$0 ,3%,0% for 12 months,Spend Insights,30%,Airport Lounge,332.6077745
Cohort 6,$0 ,3%,0% for 12 months,Spend Insights,30%,Travel Insurance,317.7918676
Cohort 6,$0 ,3%,0% for 12 months,Budget Coaching,15%,None,-114.4678124
Cohort 6,$0 ,3%,0% for 12 months,Budget Coaching,15%,Airport Lounge,-216.1633889
Cohort 6,$0 ,3%,0% for 12 months,Budget Coaching,15%,Travel Insurance,-214.9756761
Cohort 6,$0 ,3%,0% for 12 months,Budget Coaching,20%,None,169.9792157
Cohort 6,$0 ,3%,0% for 12 months,Budget Coaching,20%,Airport Lounge,78.30470271
Cohort 6,$0 ,3%,0% for 12 months,Budget Coaching,20%,Travel Insurance,77.78250519
Cohort 6,$0 ,3%,0% for 12 months,Budget Coaching,25%,None,347.2333345
Cohort 6,$0 ,3%,0% for 12 months,Budget Coaching,25%,Airport Lounge,270.6216695
Cohort 6,$0 ,3%,0% for 12 months,Budget Coaching,25%,Travel Insurance,267.7802002
Cohort 6,$0 ,3%,0% for 12 months,Budget Coaching,30%,None,392.1729838
Cohort 6,$0 ,3%,0% for 12 months,Budget Coaching,30%,Airport Lounge,351.1223985
Cohort 6,$0 ,3%,0% for 12 months,Budget Coaching,30%,Travel Insurance,342.8677022
Cohort 6,$0 ,3%,0% for 18 months,Basic App,15%,None,-324.8277293
Cohort 6,$0 ,3%,0% for 18 months,Basic App,15%,Airport Lounge,-437.5477765
Cohort 6,$0 ,3%,0% for 18 months,Basic App,15%,Travel Insurance,-433.7453032
Cohort 6,$0 ,3%,0% for 18 months,Basic App,20%,None,-45.68178062
Cohort 6,$0 ,3%,0% for 18 months,Basic App,20%,Airport Lounge,-144.9674925
Cohort 6,$0 ,3%,0% for 18 months,Basic App,20%,Travel Insurance,-143.4428463
Cohort 6,$0 ,3%,0% for 18 months,Basic App,25%,None,130.2864093
Cohort 6,$0 ,3%,0% for 18 months,Basic App,25%,Airport Lounge,47.36789716
Cohort 6,$0 ,3%,0% for 18 months,Basic App,25%,Travel Insurance,46.59087973
Cohort 6,$0 ,3%,0% for 18 months,Basic App,30%,None,183.9462835
Cohort 6,$0 ,3%,0% for 18 months,Basic App,30%,Airport Lounge,132.5236136
Cohort 6,$0 ,3%,0% for 18 months,Basic App,30%,Travel Insurance,127.806144
Cohort 6,$0 ,3%,0% for 18 months,Spend Insights,15%,None,-336.4497829
Cohort 6,$0 ,3%,0% for 18 months,Spend Insights,15%,Airport Lounge,-448.4717889
Cohort 6,$0 ,3%,0% for 18 months,Spend Insights,15%,Travel Insurance,-444.9391301
Cohort 6,$0 ,3%,0% for 18 months,Spend Insights,20%,None,-55.2800693
Cohort 6,$0 ,3%,0% for 18 months,Spend Insights,20%,Airport Lounge,-155.1355852
Cohort 6,$0 ,3%,0% for 18 months,Spend Insights,20%,Travel Insurance,-153.6556046
Cohort 6,$0 ,3%,0% for 18 months,Spend Insights,25%,None,123.1668354
Cohort 6,$0 ,3%,0% for 18 months,Spend Insights,25%,Airport Lounge,38.08831692
Cohort 6,$0 ,3%,0% for 18 months,Spend Insights,25%,Travel Insurance,37.52022535
Cohort 6,$0 ,3%,0% for 18 months,Spend Insights,30%,None,181.2212111
Cohort 6,$0 ,3%,0% for 18 months,Spend Insights,30%,Airport Lounge,125.0989339
Cohort 6,$0 ,3%,0% for 18 months,Spend Insights,30%,Travel Insurance,121.0182116
Cohort 6,$0 ,3%,0% for 18 months,Budget Coaching,15%,None,-358.0544632
Cohort 6,$0 ,3%,0% for 18 months,Budget Coaching,15%,Airport Lounge,-464.3112362
Cohort 6,$0 ,3%,0% for 18 months,Budget Coaching,15%,Travel Insurance,-462.5376019
Cohort 6,$0 ,3%,0% for 18 months,Budget Coaching,20%,None,-67.26269481
Cohort 6,$0 ,3%,0% for 18 months,Budget Coaching,20%,Airport Lounge,-167.4967316
Cohort 6,$0 ,3%,0% for 18 months,Budget Coaching,20%,Travel Insurance,-166.7189806
Cohort 6,$0 ,3%,0% for 18 months,Budget Coaching,25%,None,122.049578
Cohort 6,$0 ,3%,0% for 18 months,Budget Coaching,25%,Airport Lounge,29.2990933
Cohort 6,$0 ,3%,0% for 18 months,Budget Coaching,25%,Travel Insurance,29.08382136
Cohort 6,$0 ,3%,0% for 18 months,Budget Coaching,30%,None,199.204168
Cohort 6,$0 ,3%,0% for 18 months,Budget Coaching,30%,Airport Lounge,123.0159541
Cohort 6,$0 ,3%,0% for 18 months,Budget Coaching,30%,Travel Insurance,120.957256
Cohort 6,$95 ,1%,None,Basic App,15%,None,468.0069039
Cohort 6,$95 ,1%,None,Basic App,15%,Airport Lounge,595.4794958
Cohort 6,$95 ,1%,None,Basic App,15%,Travel Insurance,551.6205824
Cohort 6,$95 ,1%,None,Basic App,20%,None,565.5700682
Cohort 6,$95 ,1%,None,Basic App,20%,Airport Lounge,777.30802
Cohort 6,$95 ,1%,None,Basic App,20%,Travel Insurance,711.8755645
Cohort 6,$95 ,1%,None,Basic App,25%,None,501.542679
Cohort 6,$95 ,1%,None,Basic App,25%,Airport Lounge,782.8504109
Cohort 6,$95 ,1%,None,Basic App,25%,Travel Insurance,695.6863344
Cohort 6,$95 ,1%,None,Basic App,30%,None,285.9758928
Cohort 6,$95 ,1%,None,Basic App,30%,Airport Lounge,546.5030738
Cohort 6,$95 ,1%,None,Basic App,30%,Travel Insurance,458.2081262
Cohort 6,$95 ,1%,None,Spend Insights,15%,None,485.1737749
Cohort 6,$95 ,1%,None,Spend Insights,15%,Airport Lounge,602.6224446
Cohort 6,$95 ,1%,None,Spend Insights,15%,Travel Insurance,561.3081731
Cohort 6,$95 ,1%,None,Spend Insights,20%,None,590.9540407
Cohort 6,$95 ,1%,None,Spend Insights,20%,Airport Lounge,792.4548041
Cohort 6,$95 ,1%,None,Spend Insights,20%,Travel Insurance,730.0903876
Cohort 6,$95 ,1%,None,Spend Insights,25%,None,530.8432471
Cohort 6,$95 ,1%,None,Spend Insights,25%,Airport Lounge,807.7123939
Cohort 6,$95 ,1%,None,Spend Insights,25%,Travel Insurance,722.6737528
Cohort 6,$95 ,1%,None,Spend Insights,30%,None,308.177013
Cohort 6,$95 ,1%,None,Spend Insights,30%,Airport Lounge,576.5137025
Cohort 6,$95 ,1%,None,Spend Insights,30%,Travel Insurance,486.536005
Cohort 6,$95 ,1%,None,Budget Coaching,15%,None,628.2372682
Cohort 6,$95 ,1%,None,Budget Coaching,15%,Airport Lounge,677.3010786
Cohort 6,$95 ,1%,None,Budget Coaching,15%,Travel Insurance,651.2899358
Cohort 6,$95 ,1%,None,Budget Coaching,20%,None,794.3889167
Cohort 6,$95 ,1%,None,Budget Coaching,20%,Airport Lounge,914.1510138
Cohort 6,$95 ,1%,None,Budget Coaching,20%,Travel Insurance,872.7785915
Cohort 6,$95 ,1%,None,Budget Coaching,25%,None,778.1878607
Cohort 6,$95 ,1%,None,Budget Coaching,25%,Airport Lounge,994.8136063
Cohort 6,$95 ,1%,None,Budget Coaching,25%,Travel Insurance,930.0626676
Cohort 6,$95 ,1%,None,Budget Coaching,30%,None,523.0329898
Cohort 6,$95 ,1%,None,Budget Coaching,30%,Airport Lounge,824.1364269
Cohort 6,$95 ,1%,None,Budget Coaching,30%,Travel Insurance,731.3160245
Cohort 6,$95 ,1%,0% for 12 months,Basic App,15%,None,254.8289611
Cohort 6,$95 ,1%,0% for 12 months,Basic App,15%,Airport Lounge,245.4233178
Cohort 6,$95 ,1%,0% for 12 months,Basic App,15%,Travel Insurance,233.0170773
Cohort 6,$95 ,1%,0% for 12 months,Basic App,20%,None,415.9265454
Cohort 6,$95 ,1%,0% for 12 months,Basic App,20%,Airport Lounge,477.3719463
Cohort 6,$95 ,1%,0% for 12 months,Basic App,20%,Travel Insurance,449.2357579
Cohort 6,$95 ,1%,0% for 12 months,Basic App,25%,None,431.5319569
Cohort 6,$95 ,1%,0% for 12 months,Basic App,25%,Airport Lounge,570.1295047
Cohort 6,$95 ,1%,0% for 12 months,Basic App,25%,Travel Insurance,523.2412247
Cohort 6,$95 ,1%,0% for 12 months,Basic App,30%,None,280.3715074
Cohort 6,$95 ,1%,0% for 12 months,Basic App,30%,Airport Lounge,462.2816903
Cohort 6,$95 ,1%,0% for 12 months,Basic App,30%,Travel Insurance,400.8783693
Cohort 6,$95 ,1%,0% for 12 months,Spend Insights,15%,None,257.2088494
Cohort 6,$95 ,1%,0% for 12 months,Spend Insights,15%,Airport Lounge,241.0230094
Cohort 6,$95 ,1%,0% for 12 months,Spend Insights,15%,Travel Insurance,229.789688
Cohort 6,$95 ,1%,0% for 12 months,Spend Insights,20%,None,426.5126956
Cohort 6,$95 ,1%,0% for 12 months,Spend Insights,20%,Airport Lounge,478.5016613
Cohort 6,$95 ,1%,0% for 12 months,Spend Insights,20%,Travel Insurance,452.4091803
Cohort 6,$95 ,1%,0% for 12 months,Spend Insights,25%,None,449.2179699
Cohort 6,$95 ,1%,0% for 12 months,Spend Insights,25%,Airport Lounge,578.7985343
Cohort 6,$95 ,1%,0% for 12 months,Spend Insights,25%,Travel Insurance,534.3322842
Cohort 6,$95 ,1%,0% for 12 months,Spend Insights,30%,None,298.2817933
Cohort 6,$95 ,1%,0% for 12 months,Spend Insights,30%,Airport Lounge,479.5497292
Cohort 6,$95 ,1%,0% for 12 months,Spend Insights,30%,Travel Insurance,418.7690069
Cohort 6,$95 ,1%,0% for 12 months,Budget Coaching,15%,None,303.199794
Cohort 6,$95 ,1%,0% for 12 months,Budget Coaching,15%,Airport Lounge,252.9978208
Cohort 6,$95 ,1%,0% for 12 months,Budget Coaching,15%,Travel Insurance,246.7435622
Cohort 6,$95 ,1%,0% for 12 months,Budget Coaching,20%,None,523.7181587
Cohort 6,$95 ,1%,0% for 12 months,Budget Coaching,20%,Airport Lounge,519.8530045
Cohort 6,$95 ,1%,0% for 12 months,Budget Coaching,20%,Travel Insurance,504.5233529
Cohort 6,$95 ,1%,0% for 12 months,Budget Coaching,25%,None,598.34184
Cohort 6,$95 ,1%,0% for 12 months,Budget Coaching,25%,Airport Lounge,662.5045173
Cohort 6,$95 ,1%,0% for 12 months,Budget Coaching,25%,Travel Insurance,633.3776924
Cohort 6,$95 ,1%,0% for 12 months,Budget Coaching,30%,None,464.8787441
Cohort 6,$95 ,1%,0% for 12 months,Budget Coaching,30%,Airport Lounge,623.6714923
Cohort 6,$95 ,1%,0% for 12 months,Budget Coaching,30%,Travel Insurance,571.6524042
Cohort 6,$95 ,1%,0% for 18 months,Basic App,15%,None,105.094513
Cohort 6,$95 ,1%,0% for 18 months,Basic App,15%,Airport Lounge,39.4928915
Cohort 6,$95 ,1%,0% for 18 months,Basic App,15%,Travel Insurance,38.01885854
Cohort 6,$95 ,1%,0% for 18 months,Basic App,20%,None,304.1331698
Cohort 6,$95 ,1%,0% for 18 months,Basic App,20%,Airport Lounge,294.847308
Cohort 6,$95 ,1%,0% for 18 months,Basic App,20%,Travel Insurance,281.8661031
Cohort 6,$95 ,1%,0% for 18 months,Basic App,25%,None,370.3926142
Cohort 6,$95 ,1%,0% for 18 months,Basic App,25%,Airport Lounge,428.367721
Cohort 6,$95 ,1%,0% for 18 months,Basic App,25%,Travel Insurance,401.1691089
Cohort 6,$95 ,1%,0% for 18 months,Basic App,30%,None,269.9763482
Cohort 6,$95 ,1%,0% for 18 months,Basic App,30%,Airport Lounge,391.8204078
Cohort 6,$95 ,1%,0% for 18 months,Basic App,30%,Travel Insurance,348.4843625
Cohort 6,$95 ,1%,0% for 18 months,Spend Insights,15%,None,100.52336
Cohort 6,$95 ,1%,0% for 18 months,Spend Insights,15%,Airport Lounge,31.08476644
Cohort 6,$95 ,1%,0% for 18 months,Spend Insights,15%,Travel Insurance,30.02084504
Cohort 6,$95 ,1%,0% for 18 months,Spend Insights,20%,None,306.6922018
Cohort 6,$95 ,1%,0% for 18 months,Spend Insights,20%,Airport Lounge,290.3853803
Cohort 6,$95 ,1%,0% for 18 months,Spend Insights,20%,Travel Insurance,278.6294655
Cohort 6,$95 ,1%,0% for 18 months,Spend Insights,25%,None,380.3166338
Cohort 6,$95 ,1%,0% for 18 months,Spend Insights,25%,Airport Lounge,429.3989244
Cohort 6,$95 ,1%,0% for 18 months,Spend Insights,25%,Travel Insurance,404.1274867
Cohort 6,$95 ,1%,0% for 18 months,Spend Insights,30%,None,283.864917
Cohort 6,$95 ,1%,0% for 18 months,Spend Insights,30%,Airport Lounge,400.9743021
Cohort 6,$95 ,1%,0% for 18 months,Spend Insights,30%,Travel Insurance,359.052082
